Möte,Dagordningspunkt,Brödtext,Förslagställare,Kommun,Organisation(er),Tid,Vem-taggar,Alla taggar,Rankning,Antal röstande
Rådslag Gymnasiekonferens 2018,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,"föreslår budgeterad lägstanivå för att ge förutsättningar för likvärdig utveckling: hårdvara, mjukvara, kunskapsvara.",Callisto VoteIT,Ale kommun,Annat företag,2018-10-15 16:27,,callisto-1,,
Rådslag Gymnasiekonferens 2018,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,föreslår att likvärdig utveckling förutsätter likvärdiga förutsättningar för alla skolformer.,Callisto VoteIT,Ale kommun,Annat företag,2018-10-15 16:28,,callisto-2,,
Rådslag Gymnasiekonferens 2018,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,"föreslår att adekvat, uppdaterad och kontinuerlig digital kompetensutveckling tas fram centralt.",Uranus VoteIT,Stockholms kommun,,2018-10-15 16:29,,uranus-5,,
Rådslag Gymnasiekonferens 2018,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,föreslår digitaliseringslyft a'la matte- och läslyft.,Callisto VoteIT,Ale kommun,Annat företag,2018-10-15 16:29,,callisto-3,,
Rådslag Gymnasiekonferens 2018,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,föreslår långsiktig plan för kompetensutveckling så att man inte betraktar det som något avgränsat utan en självklar del av den utveckling vi befinner oss i.,Callisto VoteIT,Ale kommun,Annat företag,2018-10-15 16:30,,callisto-4,,
Rådslag Gymnasiekonferens 2018,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?","Kompetensutveckling för olika personalgrupper på olika nivåer, skolchef, rektor, lärare mfl",Io VoteIT,Ale kommun,Annat företag,2018-10-15 15:28,,ioo-1,,
Rådslag Gymnasiekonferens 2018,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?","Tydliga mål i kursplaner och programmål, kanske kan digitalisering ligga som kurs på gymnasiet. Kan det finnas webbaserad utbidning för elever så att det blir likvärdigt?",Io VoteIT,Ale kommun,Annat företag,2018-10-15 15:31,,ioo-2,,
Rådslag Gymnasiekonferens 2018,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?",Vi föreslår att det görs en inventering av nuläget? Hur ser kompetenserna ut? Vilka device finns? Vilka resurser läggs? Hur jobbar skolan med digitalisering idag? Insatser och åtgärder måste bygga på kunskaper och fakta.,Uranus VoteIT,Stockholms kommun,,2018-10-15 15:31,,uranus-1,,
Rådslag Gymnasiekonferens 2018,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?",Efter en inventering bör fortsatt satning göras på fortbildning inom olika områden. Även huvudmän måste ingå i stastningen. Viktigt att beakta gymnasiets bredd om 18 program och 60 inriktningar. Fortbildningen måste utgå från forskning eller beprövad erfarenhet.,Uranus VoteIT,Stockholms kommun,,2018-10-15 15:34,,uranus-2,,
Rådslag Gymnasiekonferens 2018,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?",föreslår att staten tillser riktade (ej sökbara) ekonomiska bidrag för en likvärdig tillgång digital enhet för digitalisering av skolväsendet.,Venus VoteIT,Stockholms kommun,,2018-10-15 15:36,,venus-1,,
Rådslag Gymnasiekonferens 2018,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?","föreslår utbildning för elever, vårdnadshavare och personal i digitala verktyg samt förhållningssätt för detta.",Venus VoteIT,Stockholms kommun,,2018-10-15 15:37,,venus-2,,
Rådslag Gymnasiekonferens 2018,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?",Mer digitalisering på lärarutbildningen.,Io VoteIT,Ale kommun,Annat företag,2018-10-15 15:38,,ioo-3,,
Rådslag Gymnasiekonferens 2018,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?",föreslår att lärar- och förskollärarutbildningen fokuserar på digitaliseringens möjligheter.,Venus VoteIT,Stockholms kommun,,2018-10-15 15:38,,venus-3,,
Rådslag Gymnasiekonferens 2018,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?",föreslår metodbank jmfr Skolverkets läslyft exv.,Venus VoteIT,Stockholms kommun,,2018-10-15 15:40,,venus-4,,
Rådslag Gymnasiekonferens 2018,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?",Likvärdig resurstilldelning,Titan VoteIT,Ale kommun,Annat företag,2018-10-15 16:33,,titan-2,,
Rådslag Gymnasiekonferens 2018,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?",Alla ska få samma förutsättningar att implementera digitaliseringen,Titan VoteIT,Ale kommun,Annat företag,2018-10-15 16:33,,titan-3,,
Rådslag Gymnasiekonferens 2018,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?",Infrastrukturen ser olika ut i landet och den behöver bli mer likvärdig.,Titan VoteIT,Ale kommun,Annat företag,2018-10-15 16:34,,titan-4,,
Rådslag Gymnasiekonferens 2018,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?",föreslår ökad samverkad med näringslivet,Ganymede VoteIT,Ale kommun,Annat företag,2018-10-15 16:38,,ganymede-3,,
Rådslag Gymnasiekonferens 2018,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?","- Se till att tillgången till näterk är likvärdig över landet.
- En röd tråd i åtminstone kommunen med samma digitala plattform, även hårdvaran (nu har ngr ipad, ngr pc ytterligare andra ingen alls mm
- en gemensamplan på kommunalnivå
- Föräldrautbildning för att ha likvärdig grund i samhället
- Digitaliserngen skall finnas på lärarutbildningen
- Om alla lärare och skolledare skulle tvingas bli helt didigatala - att didigaliseringen är en naturligprocess så att dt nte blir en generationefråga.",Merkurius VoteIT,Stockholms kommun,,2018-10-15 16:41,,merkurius-2,,
Rådslag Gymnasiekonferens 2018,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,föreslår nationell portal/plattform där relevant forskning görs tillgänglig för alla,Merkurius VoteIT,Stockholms kommun,,2018-10-15 15:34,,merkurius-1,,
Rådslag Gymnasiekonferens 2018,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,föreslår ett digilyft typ mattelyft.,Titan VoteIT,Ale kommun,Annat företag,2018-10-15 15:40,,titan-1,,
Rådslag Gymnasiekonferens 2018,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,Gymnasiedagar 181015 föreslår  en enkelt formulerad och illustrerad presentation,Venus VoteIT,Stockholms kommun,,2018-10-15 16:20,,venus-5,,
Rådslag Gymnasiekonferens 2018,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,"föreslår  ""Digilyft"" processarbete i samregi med forskare och högre lärosäten, som ger en röd tråd i sammanhanget",Venus VoteIT,Stockholms kommun,,2018-10-15 16:22,,venus-6,,
Rådslag Gymnasiekonferens 2018,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,föreslår att forskningen paketerar den rätt.,Uranus VoteIT,Stockholms kommun,,2018-10-15 16:30,,uranus-6,,
Rådslag Gymnasiekonferens 2018,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,föreslår att framtidsforskning kommer in där vi på ett enkelt sätt förstår syftet med digitalisering vilket samhälle och utbildning vi är på väg mot. Samt förstår vad det ska ge och vad vi tjänar på digitalisering nu och i framtiden!,Saturnus VoteIT,Stockholms kommun,,2018-10-15 16:38,,saturnus-2,,
Rådslag Gymnasiekonferens 2018,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,"föreslår att den forskning som görs tillgänglig är relevant, applicerbar blir en del av det kdagliga förbättringsarbetet och att vi kan se vinster på kort och lång sikt. Måste ha sitt ursprung i de problem som finns idag och vara aktionsinriktat",Saturnus VoteIT,Stockholms kommun,,2018-10-15 16:40,,saturnus-3,,
Rådslag Gymnasiekonferens 2018,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,"Forskning som är relevant och begripligt för skolväsendet.
Anpassa så det blir begripligt.
Synliggör och tydligt packetera på nätet som är sökbart. 
Få ut forskning till verksamheten, studiecirklar exempelvis.
Konkret hur man mäter resultat.
Information om hjälpmedel för elever i behov av särskilt stöd. Mer info kring digitala verktyg.
Info kring hjärnforskning och hur ett mer digitaliserat samhälle påverkar oss, exempelvis skärmtid.
Använd skolspråk och förankra i verksamheten. exemplifiera hur lärarna ska undervisa.
Samverka med universitet och högskola kring forskning.
Använd befintliga strukturer exempelvis förstelärare, lektorer eller ämneslag.",Mars VoteIT,Stockholms kommun,,2018-10-15 16:40,,mars-3,,
Rådslag Gymnasiekonferens 2018,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,föreslår att forskningen tar sin roll som goda exempel spridare där rönen görs lätttillgängliga via medier såsom filmer och animeringar. Digitala mötesplatser där inspirerande och motiverande diskussioner förs.,Saturnus VoteIT,Stockholms kommun,,2018-10-15 16:43,,saturnus-4,,
Rådslag Gymnasiekonferens 2018,6) Hur kan forskningen bäst stödja digitaliseringen av skolväsendet?,Forskning kring metoder som ger hög måluppfyllelse kopplad till beprövad erfarenhet,Jorden VoteIT,Stockholms kommun,,2018-10-15 15:29,,jorden-1,,
Rådslag Gymnasiekonferens 2018,6) Hur kan forskningen bäst stödja digitaliseringen av skolväsendet?,föreslår forskning kring  effektiva skoladministrativa processer,Jorden VoteIT,Stockholms kommun,,2018-10-15 15:34,,jorden-2,,
Rådslag Gymnasiekonferens 2018,6) Hur kan forskningen bäst stödja digitaliseringen av skolväsendet?,föreslår forksning hur man organiserar för digital skolframgång. Jämför Blossing mfl Att organisera för skolframgång,Jorden VoteIT,Stockholms kommun,,2018-10-15 15:37,,jorden-3,,
Rådslag Gymnasiekonferens 2018,6) Hur kan forskningen bäst stödja digitaliseringen av skolväsendet?,föreslår forskning kring hur digitalisering av prov påverkar likvärdig bedömning.,Jonas Karlsson,Flens kommun,Kommunal skola,2018-10-15 15:37,,jonas-karlsson-1,,
Rådslag Gymnasiekonferens 2018,6) Hur kan forskningen bäst stödja digitaliseringen av skolväsendet?,"föreslår kompetenshöjning och fortbildning. Forskningen skyndar på utveckling kontinuerligt.
Forskningen måste ligga före och visa på det som kan stödja utveckling.",Saturnus VoteIT,Stockholms kommun,,2018-10-15 15:40,,saturnus-1,,
Rådslag Gymnasiekonferens 2018,6) Hur kan forskningen bäst stödja digitaliseringen av skolväsendet?,"föreslår forskning kring hur digitaliseringen blir en naturlig del av övrig forskning kring framgångsrik didaktik. Detta för att digitalisering inte ska blir ett stickspår till övrig skolforskning, utan en naturlig del.",Jonas Karlsson,Flens kommun,Kommunal skola,2018-10-15 15:40,,jonas-karlsson-2,,
Rådslag Gymnasiekonferens 2018,6) Hur kan forskningen bäst stödja digitaliseringen av skolväsendet?,föreslår forskning kring hur digitalisering och ständig uppkoppling påverkar ungdomar i jämförelse med traditionell undervisning.,Jorden VoteIT,Stockholms kommun,,2018-10-15 16:16,,jorden-4,,
Rådslag Gymnasiekonferens 2018,6) Hur kan forskningen bäst stödja digitaliseringen av skolväsendet?,föreslår kontinuerligt mäta effekter kring vad som ger goda resultat kring digitalisering inom skolväsendet,Ganymede VoteIT,Ale kommun,Annat företag,2018-10-15 16:24,,ganymede-1,,
Rådslag Gymnasiekonferens 2018,6) Hur kan forskningen bäst stödja digitaliseringen av skolväsendet?,"föreslår forskning kring (tex AI) verktyg som ger lärare möjligheter att individualisera, ge stöd och motivera för fler elever",Ganymede VoteIT,Ale kommun,Annat företag,2018-10-15 16:26,,ganymede-2,,
Rådslag Gymnasiekonferens 2018,6) Hur kan forskningen bäst stödja digitaliseringen av skolväsendet?,"föreslår att forskningen måste titta på frågeställningen kring vilka förmågor morgondagens elever måste utveckla i takt med den tekniska utvecklingen och digitaliseringen i samhallet. Exempelvis förmågor att söka, utvärdera och granska. Forskningen kan ge oss beforskade svar innan beslut om åtgärder inom digitalisering genomförs i skolan för att undvika att skolan blir en försöksarerna för olika former av teknik, verktyg, system etc.",Jorden VoteIT,Stockholms kommun,,2018-10-15 16:36,,jorden-5,,
Rådslag #16 kommuner,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,"Central styrning för likvärdighet, samarbete mellan kommuner, tydliga mål på alla nivåer och uppföljning.
#TidKort #Kommunpolitiken #Regeringen",Io VoteIT,Ale kommun,Annat företag,2018-10-18 15:54,kommunpolitiken regeringen,tidkort ioo-1,6/6,1/5
Rådslag #16 kommuner,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,"Kompetensutveckling av medarbetare inom skolan/förskolan samt att digitaliseringen är en tydligare del av pedagogutbildningen

Visa på relevans och skapa engagemang för it genom att samarbeta med arbetsgivare som använder it på olika sätt i olika branscher.",Callisto VoteIT,Ale kommun,Annat företag,2018-10-18 15:57,,callisto-1,5/6,1/5
Rådslag #16 kommuner,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,"Att samhället ska bidra till att skapa likvärdiga förutsättningar såväl gällande infrastruktur som hårdvara både i förskola, skola och hem.
#TidMedel #Kommunpolitiken #Regeringen",Io VoteIT,Ale kommun,Annat företag,2018-10-18 15:57,kommunpolitiken regeringen,ioo-2 tidmedel,2/6,1/5
Rådslag #16 kommuner,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,"likvärdiga digitala förutsättningar
#TidLång #Regeringen",Saturnus VoteIT,Stockholms kommun,,2018-10-18 15:58,regeringen,tidlång saturnus-1,4/6,1/5
Rådslag #16 kommuner,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,"kompetensutveckling och spridning
#TidLång #Lärosäten #Skolverket",Saturnus VoteIT,Stockholms kommun,,2018-10-18 15:59,lärosäten skolverket,tidlång saturnus-2,1/6,1/5
Rådslag #16 kommuner,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,"föreslåAtt samhället genom lärosäten och företag bidrar till kompetensutveckling i förskola och skola.
#TidMedel #Lärosäten",Io VoteIT,Ale kommun,Annat företag,2018-10-18 15:59,lärosäten,ioo-3 tidmedel,3/6,1/5
